datum,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,Year,Month,Hour,Weekday Name,Total_sales
1/21/2016,5.0,1.43,1.0,68.4,8.0,4.0,6.0,5.0,2016,1,276,Thursday,98.83000000000001
1/22/2016,0.83,7.678,7.0,39.5,11.0,0.0,10.0,0.0,2016,1,276,Friday,76.008
1/23/2016,6.33,6.132,7.1,36.8,4.0,0.0,6.0,2.0,2016,1,276,Saturday,68.362
1/24/2016,4.0,6.122,11.3,48.1,3.0,0.0,12.0,3.0,2016,1,276,Sunday,87.522
1/25/2016,10.33,4.26,4.0,46.95,12.0,2.0,10.0,1.5,2016,1,276,Monday,91.04
1/26/2016,5.68,4.069,8.0,30.3,9.0,0.0,15.0,0.0,2016,1,276,Tuesday,72.049
1/27/2016,4.34,4.429,3.4,30.062,18.0,5.0,5.0,2.0,2016,1,276,Wednesday,72.231
1/28/2016,7.33,6.66,4.4,33.0,4.0,0.0,4.0,3.0,2016,1,276,Thursday,62.39
1/29/2016,5.0,8.67,8.6,74.4,3.0,1.0,17.0,2.0,2016,1,276,Friday,119.67
1/30/2016,9.0,4.429,5.3,47.462,3.0,2.0,5.0,2.0,2016,1,276,Saturday,78.191
1/31/2016,4.33,5.143,3.8,78.9,3.0,0.0,6.0,2.0,2016,1,276,Sunday,103.173
2/1/2016,6.34,5.0,7.1,18.0,7.0,0.0,6.0,1.0,2016,2,276,Monday,50.44
2/2/2016,14.33,4.878,1.3,39.0,6.0,0.0,0.0,1.0,2016,2,276,Tuesday,66.508
2/3/2016,8.0,6.693,11.5,39.062,11.0,5.0,0.0,0.0,2016,2,276,Wednesday,81.255
2/4/2016,8.34,4.0,4.2,28.8,5.0,0.0,4.0,4.0,2016,2,276,Thursday,58.34
2/5/2016,5.66,2.0,3.0,51.6,7.0,0.0,3.0,1.0,2016,2,276,Friday,73.26
2/6/2016,5.33,10.33,3.0,57.162,1.0,0.0,11.0,2.0,2016,2,276,Saturday,89.822
2/7/2016,3.66,6.056,4.5,88.2,2.0,0.0,13.0,1.0,2016,2,276,Sunday,118.416
2/8/2016,6.33,6.99,5.5,28.038,5.0,0.0,23.0,1.0,2016,2,276,Monday,75.858
2/9/2016,7.0,3.33,4.4,47.7,16.0,2.0,1.0,2.0,2016,2,276,Tuesday,83.43
2/10/2016,4.34,4.703,7.2,34.1,29.0,0.0,4.0,2.0,2016,2,276,Wednesday,85.343
2/11/2016,1.66,4.156,2.7,38.1,10.0,1.0,13.0,4.0,2016,2,276,Thursday,74.616
2/12/2016,5.99,6.429,8.5,60.675,4.0,0.0,20.0,1.0,2016,2,276,Friday,106.594
2/13/2016,2.67,3.67,5.0,42.4,2.0,0.0,10.0,2.0,2016,2,276,Saturday,67.74
2/14/2016,5.84,7.34,3.8,43.6,5.0,0.0,7.0,4.0,2016,2,276,Sunday,76.58
2/15/2016,5.33,5.33,5.3,52.2,6.0,0.0,0.0,0.0,2016,2,276,Monday,74.16
2/16/2016,7.33,2.32,3.0,29.0,3.0,2.0,9.0,3.0,2016,2,276,Tuesday,58.65
2/17/2016,3.0,5.0,4.0,26.6,12.0,1.0,1.0,0.0,2016,2,276,Wednesday,52.6
2/18/2016,2.34,1.0,4.3,43.85,3.0,0.0,9.0,1.0,2016,2,276,Thursday,64.49000000000001
2/19/2016,4.0,1.67,4.0,28.7,18.0,2.0,26.0,1.0,2016,2,276,Friday,85.37
2/20/2016,10.33,4.122,4.0,36.9,5.0,0.0,8.0,3.0,2016,2,276,Saturday,71.352
2/21/2016,6.34,4.0,0.0,55.7,5.0,2.0,7.0,4.0,2016,2,276,Sunday,84.04
2/22/2016,3.0,5.32,3.0,51.125,10.0,0.0,12.0,4.0,2016,2,276,Monday,88.445
2/23/2016,3.0,2.33,2.6,41.3,11.0,0.0,15.0,3.0,2016,2,276,Tuesday,78.22999999999999
2/24/2016,7.66,2.33,2.1,35.0,6.0,2.0,5.0,1.0,2016,2,276,Wednesday,61.09
2/25/2016,7.99,3.99,5.0,41.0,22.0,1.0,4.0,3.0,2016,2,276,Thursday,87.98
2/26/2016,5.0,5.848,4.5,28.55,6.0,2.0,0.0,1.0,2016,2,276,Friday,52.897999999999996
2/27/2016,8.0,7.0,6.6,25.8,3.0,0.0,5.0,2.0,2016,2,276,Saturday,57.400000000000006
2/28/2016,8.0,4.033,10.1,66.5,6.0,0.0,26.0,5.0,2016,2,276,Sunday,125.63300000000001
2/29/2016,7.0,7.66,4.0,46.2,13.0,0.0,3.0,1.0,2016,2,276,Monday,81.86
3/1/2016,10.0,4.0,2.2,31.0,11.0,2.0,0.0,2.0,2016,3,276,Tuesday,62.2
3/2/2016,3.33,10.396,5.3,21.3,15.0,2.0,1.0,0.0,2016,3,276,Wednesday,58.326
3/3/2016,2.83,2.0,5.0,55.8,2.0,0.0,9.0,4.0,2016,3,276,Thursday,80.63
3/4/2016,5.0,0.99,4.4,26.6,3.0,0.0,0.0,0.0,2016,3,276,Friday,39.99
3/5/2016,5.0,4.891,8.0,38.0,9.0,0.0,10.0,5.0,2016,3,276,Saturday,79.89099999999999
3/6/2016,5.0,8.145,4.9,79.9,2.0,0.0,5.0,7.0,2016,3,276,Sunday,111.94500000000001
3/7/2016,5.33,7.34,4.0,43.5,3.0,1.0,6.0,1.0,2016,3,276,Monday,71.17
3/8/2016,4.0,6.66,3.0,44.0,7.0,0.0,3.0,3.0,2016,3,276,Tuesday,70.66
3/9/2016,4.34,5.67,7.0,21.8,7.0,1.0,6.0,4.0,2016,3,276,Wednesday,56.81
3/10/2016,6.33,10.33,2.0,23.4,8.0,0.0,2.0,2.0,2016,3,276,Thursday,54.06
3/11/2016,3.33,4.363,6.2,22.0,8.0,0.0,18.0,1.0,2016,3,276,Friday,62.893
3/12/2016,3.0,6.373,1.4,41.8,4.0,0.0,23.0,1.0,2016,3,276,Saturday,80.57300000000001
3/13/2016,2.5,4.134,1.5,59.2,4.0,0.0,4.0,0.34,2016,3,276,Sunday,75.674
3/14/2016,4.33,3.32,10.0,35.9,12.0,0.0,23.0,1.0,2016,3,276,Monday,89.55
3/15/2016,5.33,3.32,2.0,24.0,7.0,0.0,18.0,3.0,2016,3,276,Tuesday,62.65
3/16/2016,5.33,13.34,5.7,37.4,16.0,0.0,4.0,4.0,2016,3,276,Wednesday,85.77
3/17/2016,5.66,5.396,5.0,60.2,10.0,0.0,8.0,5.0,2016,3,276,Thursday,99.256
3/18/2016,3.34,5.353,5.2,25.462,15.0,2.0,8.0,3.0,2016,3,276,Friday,67.355
3/19/2016,10.66,8.33,2.8,19.5,6.0,1.0,5.0,5.0,2016,3,276,Saturday,58.290000000000006
3/20/2016,7.99,9.693,2.2,42.2,1.0,0.0,15.0,5.0,2016,3,276,Sunday,83.083
3/21/2016,5.0,8.056,6.0,45.7,11.0,0.0,36.0,7.0,2016,3,276,Monday,118.756
3/22/2016,2.33,0.0,5.0,42.188,12.0,2.0,4.0,2.0,2016,3,276,Tuesday,69.518
3/23/2016,4.0,3.0,6.0,24.25,22.0,1.0,0.0,3.0,2016,3,276,Wednesday,63.25
3/24/2016,6.84,2.0,3.0,32.0,4.0,0.0,8.0,2.0,2016,3,276,Thursday,57.84
3/25/2016,7.0,7.35,4.2,42.8,8.0,0.0,3.0,3.0,2016,3,276,Friday,75.35
3/26/2016,2.5,0.66,7.5,33.25,4.0,0.0,0.0,5.0,2016,3,276,Saturday,52.91
3/27/2016,7.83,5.449,13.7,63.3,11.0,1.0,1.0,4.0,2016,3,276,Sunday,107.279
3/28/2016,3.34,2.34,1.7,24.6,20.0,0.0,4.0,4.5,2016,3,276,Monday,60.480000000000004
3/29/2016,5.68,1.33,3.2,36.2,4.0,0.0,12.0,1.0,2016,3,276,Tuesday,63.410000000000004
3/30/2016,7.16,2.68,7.4,22.2,3.0,0.0,12.0,5.0,2016,3,276,Wednesday,59.44
3/31/2016,2.33,8.68,2.9,31.25,1.0,0.0,5.0,5.0,2016,3,276,Thursday,56.16
4/1/2016,6.33,3.01,2.7,50.4,4.0,0.0,16.0,10.5,2016,4,276,Friday,92.94
4/2/2016,3.67,2.0,7.0,32.3,4.0,0.0,19.0,7.4,2016,4,276,Saturday,75.37
4/3/2016,9.67,7.396,5.3,73.5,5.0,0.0,6.0,11.0,2016,4,276,Sunday,117.866
4/4/2016,7.0,5.231,5.0,21.6,3.0,1.0,11.0,2.0,2016,4,276,Monday,55.831
4/5/2016,6.0,5.33,4.0,40.3,5.0,1.0,11.0,12.0,2016,4,276,Tuesday,84.63
4/6/2016,6.66,5.363,2.0,15.25,7.0,0.0,6.0,3.0,2016,4,276,Wednesday,45.272999999999996
4/7/2016,6.33,5.98,4.0,21.0,7.0,2.0,4.0,8.2,2016,4,276,Thursday,58.510000000000005
4/8/2016,7.67,3.66,5.0,42.3,2.0,1.0,3.0,4.4,2016,4,276,Friday,69.03
4/9/2016,9.0,9.01,3.1,38.8,7.0,0.0,14.0,3.0,2016,4,276,Saturday,83.91
4/10/2016,5.0,6.67,5.15,21.4,4.0,1.0,11.0,8.0,2016,4,276,Sunday,62.22
4/11/2016,0.33,4.99,3.0,26.0,11.0,2.0,17.0,6.0,2016,4,276,Monday,70.32
4/12/2016,4.34,4.65,6.0,41.6,19.0,1.0,2.0,5.0,2016,4,276,Tuesday,83.59
4/13/2016,6.33,3.066,3.0,34.0,22.33333333,0.0,2.0,3.0,2016,4,276,Wednesday,73.72933333
4/14/2016,2.66,2.32,8.5,44.225,9.0,0.0,4.0,6.0,2016,4,276,Thursday,76.705
4/15/2016,4.33,3.056,2.7,23.6,6.0,0.0,10.0,4.2,2016,4,276,Friday,53.886
4/16/2016,5.34,6.66,5.3,33.0,11.0,0.0,8.0,8.5,2016,4,276,Saturday,77.8
4/17/2016,4.33,8.175,3.0,52.8,2.0,0.0,7.0,7.2,2016,4,276,Sunday,84.505
4/18/2016,3.66,2.0,5.0,22.1,15.0,3.0,7.0,7.0,2016,4,276,Monday,64.76
4/19/2016,3.0,1.34,8.3,24.3,7.0,0.0,6.0,4.0,2016,4,276,Tuesday,53.94
4/20/2016,2.66,3.33,2.4,17.1,11.0,5.0,15.0,3.0,2016,4,276,Wednesday,59.49
4/21/2016,3.0,3.464,3.0,21.6,6.0,0.0,0.0,2.3,2016,4,276,Thursday,39.364
4/22/2016,6.0,5.67,4.0,21.9,4.0,0.0,6.0,1.0,2016,4,276,Friday,48.57
4/23/2016,13.66,3.69,8.0,33.2,8.0,0.0,0.0,4.5,2016,4,276,Saturday,71.05000000000001
4/24/2016,1.0,6.66,5.5,36.95,3.0,0.0,6.0,5.0,2016,4,276,Sunday,64.11
4/25/2016,6.67,1.66,7.25,21.7,20.0,1.0,3.0,2.5,2016,4,276,Monday,63.78
4/26/2016,5.33,4.99,7.0,27.2,19.0,0.0,7.0,2.0,2016,4,276,Tuesday,72.52
4/27/2016,5.66,7.495,7.0,47.4,27.0,0.0,1.0,2.0,2016,4,276,Wednesday,97.555
4/28/2016,4.66,6.34,6.0,28.0,17.66666667,0.0,12.0,12.0,2016,4,276,Thursday,86.66666667
4/29/2016,6.66,3.0,2.5,37.0,15.0,0.0,1.0,3.2,2016,4,276,Friday,68.36
4/30/2016,9.66,10.32,7.0,47.812,11.0,0.0,1.0,4.5,2016,4,276,Saturday,91.292
5/1/2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,5,276,Sunday,0.0
5/2/2016,4.0,1.02,1.0,39.2,7.0,0.0,5.0,2.0,2016,5,276,Monday,59.22
5/3/2016,6.33,5.99,3.0,23.9,3.0,0.0,0.0,2.0,2016,5,276,Tuesday,44.22
5/4/2016,7.34,3.0,5.0,32.2,4.0,0.0,1.0,2.0,2016,5,276,Wednesday,54.540000000000006
5/5/2016,4.66,3.0,6.0,41.0,16.0,3.0,1.0,2.0,2016,5,276,Thursday,76.66
5/6/2016,4.0,2.99,1.0,33.6,7.0,0.0,1.0,3.0,2016,5,276,Friday,52.59
5/7/2016,3.99,8.34,4.0,47.2,5.0,1.0,0.0,10.0,2016,5,276,Saturday,79.53
5/8/2016,5.0,10.66,1.0,40.4,12.0,0.0,1.0,11.0,2016,5,276,Sunday,81.06
5/9/2016,5.67,6.363,5.0,29.2,3.0,0.0,2.0,5.0,2016,5,276,Monday,56.233000000000004
5/10/2016,7.33,3.67,7.0,28.25,4.0,0.0,2.0,3.5,2016,5,276,Tuesday,55.75
5/11/2016,5.33,4.66,4.0,23.0,13.0,0.0,3.0,2.0,2016,5,276,Wednesday,54.99
5/12/2016,3.01,1.759,8.0,28.1,8.0,1.0,2.0,0.0,2016,5,276,Thursday,51.869
5/13/2016,2.33,2.33,3.0,37.0,9.0,0.0,0.0,5.0,2016,5,276,Friday,58.66
5/14/2016,5.34,4.67,5.55,31.25,13.0,0.0,21.0,1.0,2016,5,276,Saturday,81.81
5/15/2016,5.33,8.188,1.2,44.1,6.0,0.0,5.0,4.0,2016,5,276,Sunday,73.818
5/16/2016,5.0,3.66,2.0,24.0,17.0,0.0,2.0,3.0,2016,5,276,Monday,56.66
5/17/2016,4.0,2.33,7.1,38.4,4.0,0.0,1.0,3.2,2016,5,276,Tuesday,60.03
5/18/2016,4.0,5.33,5.25,35.0,7.0,0.0,1.0,5.0,2016,5,276,Wednesday,62.58
5/19/2016,6.34,5.66,2.0,30.5,10.0,0.0,16.0,3.0,2016,5,276,Thursday,73.5
5/20/2016,3.0,1.132,3.0,14.0,14.0,2.0,9.0,5.0,2016,5,276,Friday,51.132
5/21/2016,2.0,5.34,5.2,42.5,3.0,0.0,17.0,5.0,2016,5,276,Saturday,80.03999999999999
5/22/2016,4.34,4.51,9.05,55.6,6.0,1.0,0.0,10.0,2016,5,276,Sunday,90.5
5/23/2016,5.0,2.363,5.0,54.7,19.0,0.0,7.0,4.0,2016,5,276,Monday,97.063
5/24/2016,12.0,3.167,4.0,32.0,3.0,0.0,3.0,2.0,2016,5,276,Tuesday,59.167
5/25/2016,8.34,1.67,6.0,25.05,16.0,1.0,0.0,1.2,2016,5,276,Wednesday,59.260000000000005
5/26/2016,4.67,5.33,5.35,24.8,20.0,1.0,0.0,9.0,2016,5,276,Thursday,70.15
5/27/2016,8.67,2.683,5.25,17.0,14.0,7.0,2.0,6.0,2016,5,276,Friday,62.603
5/28/2016,12.33,0.363,3.0,43.0,4.0,0.0,4.0,9.0,2016,5,276,Saturday,75.693
5/29/2016,8.67,4.33,6.0,31.8,2.0,1.0,5.0,9.2,2016,5,276,Sunday,68.0
5/30/2016,3.34,3.023,4.1,29.4,3.0,0.0,7.0,8.0,2016,5,276,Monday,57.863
5/31/2016,6.0,3.33,3.5,21.0,3.0,0.0,13.0,2.0,2016,5,276,Tuesday,51.83
6/1/2016,9.0,1.1,2.0,20.0,11.0,0.0,7.0,5.0,2016,6,276,Wednesday,55.1
6/2/2016,2.33,6.0,1.05,21.25,18.0,3.0,4.0,1.0,2016,6,276,Thursday,56.63
6/3/2016,7.33,3.0,4.0,18.0,8.0,0.0,1.0,7.0,2016,6,276,Friday,48.33
6/4/2016,3.33,3.34,3.3,21.0,2.0,0.0,0.0,4.0,2016,6,276,Saturday,36.97
6/5/2016,10.34,3.066,4.3,23.4,5.0,0.0,3.0,4.0,2016,6,276,Sunday,53.105999999999995
6/6/2016,5.33,2.802,4.0,26.2,5.0,0.0,6.0,6.0,2016,6,276,Monday,55.332
6/7/2016,6.0,3.363,4.1,28.5,13.0,0.0,10.0,3.0,2016,6,276,Tuesday,67.963
6/8/2016,8.66,1.33,5.5,45.062,10.0,0.0,5.0,6.0,2016,6,276,Wednesday,81.55199999999999
6/9/2016,8.67,4.33,2.0,20.6,7.0,0.0,1.0,4.2,2016,6,276,Thursday,47.800000000000004
6/10/2016,8.33,4.0,4.0,26.0,11.0,2.0,0.0,5.0,2016,6,276,Friday,60.33
6/11/2016,10.66,2.825,2.0,35.6,4.0,1.0,10.0,8.0,2016,6,276,Saturday,74.08500000000001
6/12/2016,8.34,7.353,3.4,47.0,8.0,0.0,4.0,6.0,2016,6,276,Sunday,84.093
6/13/2016,5.66,4.736,1.0,15.0,7.0,0.0,1.0,2.0,2016,6,276,Monday,36.396
6/14/2016,2.33,6.0,6.1,17.4,17.0,1.0,2.0,3.0,2016,6,276,Tuesday,54.83
6/15/2016,5.0,5.495,7.0,35.0,22.0,1.0,1.0,6.0,2016,6,276,Wednesday,82.495
6/16/2016,4.0,0.33,1.0,20.5,4.0,0.0,22.0,3.0,2016,6,276,Thursday,54.83
6/17/2016,3.34,3.67,3.65,20.0,8.0,0.0,4.0,4.0,2016,6,276,Friday,46.66
6/18/2016,2.0,4.33,6.5,37.5,1.0,0.0,5.0,4.0,2016,6,276,Saturday,60.33
6/19/2016,6.34,6.01,3.0,40.0,1.0,0.0,7.0,15.0,2016,6,276,Sunday,78.35
6/20/2016,7.34,3.34,6.0,22.388,5.0,0.0,8.0,6.0,2016,6,276,Monday,58.068
6/21/2016,7.33,4.66,9.0,23.0,15.0,0.0,7.0,5.6,2016,6,276,Tuesday,71.59
6/22/2016,2.0,6.067,2.3,42.0,6.0,0.0,2.0,2.0,2016,6,276,Wednesday,62.367000000000004
6/23/2016,3.0,0.33,2.3,19.0,5.0,0.0,1.0,3.0,2016,6,276,Thursday,33.629999999999995
6/24/2016,6.0,2.34,3.05,19.0,15.0,0.0,1.0,2.0,2016,6,276,Friday,48.39
6/25/2016,5.68,4.99,8.0,20.25,5.0,0.0,1.0,4.0,2016,6,276,Saturday,48.92
6/26/2016,3.0,3.845,2.0,17.4,20.0,0.0,2.0,3.0,2016,6,276,Sunday,51.245
6/27/2016,6.0,3.067,5.25,24.0,9.0,0.0,9.0,2.0,2016,6,276,Monday,58.317
6/28/2016,1.33,1.429,2.25,24.0,20.0,5.0,2.0,7.0,2016,6,276,Tuesday,63.009
6/29/2016,7.0,8.01,6.5,22.0,12.5,7.0,1.0,2.0,2016,6,276,Wednesday,66.00999999999999
6/30/2016,4.0,3.803,3.2,9.0,6.0,0.0,0.0,2.0,2016,6,276,Thursday,28.003
7/1/2016,4.0,2.01,5.5,24.0,1.0,0.0,20.0,7.0,2016,7,276,Friday,63.51
7/2/2016,4.66,5.132,6.0,25.4,9.0,0.0,2.0,3.0,2016,7,276,Saturday,55.192
7/3/2016,6.67,4.165,5.4,18.6,4.0,0.0,11.0,5.0,2016,7,276,Sunday,54.835
7/4/2016,8.34,5.34,1.15,14.0,8.0,3.0,7.0,6.0,2016,7,276,Monday,52.83
7/5/2016,6.0,4.01,2.0,19.0,10.0,0.0,0.0,3.0,2016,7,276,Tuesday,44.01
7/6/2016,9.33,5.726,5.0,30.0,5.0,0.0,8.0,4.0,2016,7,276,Wednesday,67.056
7/7/2016,7.34,5.01,1.0,21.0,11.0,1.0,0.0,2.0,2016,7,276,Thursday,48.35
7/8/2016,1.34,7.056,9.2,28.0,12.0,1.0,0.0,4.3,2016,7,276,Friday,62.896
7/9/2016,3.33,6.0,4.5,11.0,12.0,0.0,0.0,2.0,2016,7,276,Saturday,38.83
7/10/2016,5.66,8.32,4.2,29.0,6.0,0.0,0.0,3.0,2016,7,276,Sunday,56.18
7/11/2016,6.33,1.703,3.0,19.312,9.0,0.0,4.0,6.2,2016,7,276,Monday,49.545
7/12/2016,5.67,2.67,4.0,27.2,14.0,0.0,3.0,4.0,2016,7,276,Tuesday,60.54
7/13/2016,6.218333333,7.0,5.0,26.4,11.0,0.0,3.0,2.0,2016,7,276,Wednesday,60.618333332999995
7/14/2016,2.34,2.363,5.0,12.4,3.0,0.0,3.0,5.0,2016,7,276,Thursday,33.103
7/15/2016,3.0,8.0,2.0,15.0,4.0,0.0,0.0,3.33,2016,7,276,Friday,35.33
7/16/2016,9.33,6.737,3.0,23.3,6.0,0.0,1.0,8.0,2016,7,276,Saturday,57.367000000000004
7/17/2016,9.01,4.01,3.0,26.65,3.0,0.0,7.0,4.0,2016,7,276,Sunday,56.67
7/18/2016,6.0,2.497,8.0,25.4,2.0,0.0,3.0,4.0,2016,7,276,Monday,50.897
7/19/2016,7.34,1.33,6.0,19.0,5.0,0.0,1.0,2.0,2016,7,276,Tuesday,41.67
7/20/2016,10.33,4.66,7.1,25.2,6.0,0.0,5.0,5.0,2016,7,276,Wednesday,63.29
7/21/2016,5.66,5.32,4.1,17.0,15.0,0.0,1.0,2.0,2016,7,276,Thursday,50.08
7/22/2016,3.33,1.66,7.0,14.0,4.0,0.0,0.0,2.0,2016,7,276,Friday,31.990000000000002
7/23/2016,4.66,5.49,2.1,15.0,6.0,0.0,0.0,5.0,2016,7,276,Saturday,38.25
7/24/2016,2.33,4.99,4.0,32.0,4.0,0.0,0.0,2.0,2016,7,276,Sunday,49.32
7/25/2016,13.0,3.33,7.0,22.0,9.0,0.0,4.0,4.0,2016,7,276,Monday,62.33
7/26/2016,8.32,2.66,1.0,10.0,16.0,0.0,0.0,2.0,2016,7,276,Tuesday,39.980000000000004
7/27/2016,3.0,6.33,4.15,10.0,4.0,1.0,9.0,2.0,2016,7,276,Wednesday,39.480000000000004
7/28/2016,9.67,3.99,4.0,22.5,12.0,1.0,5.0,3.0,2016,7,276,Thursday,61.16
7/29/2016,9.99,4.51,6.0,11.0,17.0,1.0,11.0,2.0,2016,7,276,Friday,62.5
7/30/2016,6.33,3.99,4.0,37.0,7.0,0.0,1.0,6.0,2016,7,276,Saturday,65.32
7/31/2016,6.0,5.01,4.5,22.0,5.0,0.0,0.0,4.0,2016,7,276,Sunday,46.51
8/1/2016,8.33,1.396,5.0,14.0,7.5,1.0,1.0,6.0,2016,8,276,Monday,44.226
8/2/2016,8.33,7.0,5.0,12.0,12.0,0.0,1.0,1.0,2016,8,276,Tuesday,46.33
8/3/2016,8.0,2.98,3.5,21.0,11.0,0.0,13.0,3.0,2016,8,276,Wednesday,62.480000000000004
8/4/2016,8.0,2.693,2.0,34.4,12.0,0.0,17.0,4.0,2016,8,276,Thursday,80.09299999999999
8/5/2016,10.33,3.42,3.7,21.0,24.0,0.0,24.0,1.3,2016,8,276,Friday,87.75
8/6/2016,3.0,3.662,5.0,20.0,33.0,0.0,1.0,2.0,2016,8,276,Saturday,67.662
8/7/2016,8.0,4.155,8.2,40.2,12.0,0.0,5.0,3.0,2016,8,276,Sunday,80.555
8/8/2016,8.34,5.99,5.5,15.0,36.0,0.0,1.0,4.0,2016,8,276,Monday,75.83
8/9/2016,6.33,4.66,7.0,29.0,26.0,1.0,2.0,4.0,2016,8,276,Tuesday,79.99000000000001
8/10/2016,11.34,2.99,7.0,24.1,11.0,0.0,3.0,2.0,2016,8,276,Wednesday,61.43
8/11/2016,5.67,3.66,0.0,25.0,1.0,0.0,0.0,2.0,2016,8,276,Thursday,37.33
8/12/2016,8.66,5.66,6.1,27.6,6.0,4.0,0.0,2.0,2016,8,276,Friday,60.02
8/13/2016,8.0,6.737,5.0,32.0,2.0,0.0,0.0,5.0,2016,8,276,Saturday,58.737
8/14/2016,5.0,4.857,4.5,18.21666667,2.0,0.0,7.0,0.0,2016,8,276,Sunday,41.573666669999994
8/15/2016,5.0,2.33,2.0,21.0,11.0,0.0,0.0,2.0,2016,8,276,Monday,43.33
8/16/2016,10.0,4.66,3.0,14.45,4.0,0.0,11.0,3.5,2016,8,276,Tuesday,50.61
8/17/2016,8.66,2.01,4.0,9.5,7.0,0.0,5.0,5.0,2016,8,276,Wednesday,41.17
8/18/2016,6.99,3.363,4.0,25.6,7.0,0.0,0.0,1.0,2016,8,276,Thursday,47.953
8/19/2016,1.0,4.33,0.6,27.0,12.0,0.0,0.0,4.0,2016,8,276,Friday,48.93
8/20/2016,4.33,2.99,6.0,26.2,1.0,0.0,0.0,6.0,2016,8,276,Saturday,46.519999999999996
8/21/2016,8.0,3.627,7.4,39.0,3.0,4.0,1.0,1.0,2016,8,276,Sunday,67.027
8/22/2016,3.34,3.386,0.0,23.2,3.0,0.0,0.0,6.0,2016,8,276,Monday,38.926
8/23/2016,3.0,3.066,4.0,14.7,7.0,1.0,0.0,1.2,2016,8,276,Tuesday,33.966
8/24/2016,9.33,3.487,8.0,11.3,2.0,0.0,0.0,3.0,2016,8,276,Wednesday,37.117000000000004
8/25/2016,4.33,2.67,8.0,19.4,4.0,1.0,4.0,5.0,2016,8,276,Thursday,48.4
8/26/2016,4.0,2.023,2.0,20.7,3.0,0.0,0.0,0.0,2016,8,276,Friday,31.723
8/27/2016,8.83,1.736,1.0,17.51666667,2.0,0.0,11.0,0.0,2016,8,276,Saturday,42.08266667
8/28/2016,7.33,7.02,6.2,37.0,3.0,0.0,6.0,2.0,2016,8,276,Sunday,68.55
8/29/2016,9.0,0.67,2.0,14.2,4.0,0.0,1.0,1.3,2016,8,276,Monday,32.169999999999995
8/30/2016,4.66,1.32,2.0,8.9,4.0,0.0,1.0,0.0,2016,8,276,Tuesday,21.880000000000003
8/31/2016,6.0,5.827,5.0,23.2,3.0,0.0,1.0,5.0,2016,8,276,Wednesday,49.027
9/1/2016,5.0,3.66,5.0,31.4,2.0,0.0,0.0,3.0,2016,9,276,Thursday,50.06
9/2/2016,9.34,4.02,5.0,10.0,25.0,0.0,5.0,2.0,2016,9,276,Friday,60.36
9/3/2016,5.33,4.025,6.5,54.2,5.0,0.0,4.0,4.0,2016,9,276,Saturday,83.055
9/4/2016,8.33,4.396,0.0,30.9,10.0,0.0,4.0,5.0,2016,9,276,Sunday,62.626
9/5/2016,3.32,4.396,2.0,34.3,8.0,2.0,2.0,4.0,2016,9,276,Monday,60.016
9/6/2016,5.0,1.33,1.0,32.8,14.0,3.0,0.0,3.0,2016,9,276,Tuesday,60.129999999999995
9/7/2016,2.33,2.19,3.0,37.6,14.0,0.0,0.0,3.0,2016,9,276,Wednesday,62.120000000000005
9/8/2016,6.0,2.99,4.0,33.0,8.0,1.0,0.0,0.0,2016,9,276,Thursday,54.99
9/9/2016,4.99,3.99,3.25,26.124,11.0,2.0,10.0,3.0,2016,9,276,Friday,64.354
9/10/2016,8.33,11.31,10.0,34.0,9.0,0.0,4.0,3.0,2016,9,276,Saturday,79.64
9/11/2016,2.66,6.99,7.1,57.2,8.0,0.0,10.0,4.0,2016,9,276,Sunday,95.95
9/12/2016,7.0,6.0,4.0,24.0,10.0,0.0,8.0,4.0,2016,9,276,Monday,63.0
9/13/2016,7.0,5.759,4.0,32.0,13.0,0.0,2.0,0.0,2016,9,276,Tuesday,63.759
9/14/2016,6.0,3.792,2.5,24.4,7.0,0.0,8.0,2.0,2016,9,276,Wednesday,53.692
9/15/2016,3.0,6.628,2.0,38.0,31.0,0.0,3.0,1.0,2016,9,276,Thursday,84.628
9/16/2016,2.0,1.33,4.0,26.3,17.0,0.0,3.0,0.0,2016,9,276,Friday,53.63
9/17/2016,6.67,3.693,2.4,56.0,11.0,0.0,5.0,4.1,2016,9,276,Saturday,88.863
9/18/2016,5.99,7.32,2.0,24.45,4.0,0.0,8.0,1.0,2016,9,276,Sunday,52.76
9/19/2016,4.0,3.396,2.15,31.0,11.0,2.0,0.0,1.0,2016,9,276,Monday,54.546
9/20/2016,4.67,2.792,3.0,33.4,14.0,0.0,4.0,1.0,2016,9,276,Tuesday,62.861999999999995
9/21/2016,8.34,4.31,3.05,19.7,12.0,0.0,3.0,2.0,2016,9,276,Wednesday,52.4
9/22/2016,6.33,2.33,2.1,29.4,6.0,0.0,4.0,3.0,2016,9,276,Thursday,53.16
9/23/2016,2.33,6.99,6.0,28.4,13.0,3.0,7.0,1.0,2016,9,276,Friday,67.72
9/24/2016,2.0,3.779,6.2,61.2,8.0,0.0,1.0,1.0,2016,9,276,Saturday,83.179
9/25/2016,6.0,4.33,3.0,61.125,3.0,0.0,10.0,2.0,2016,9,276,Sunday,89.455
9/26/2016,5.99,1.0,4.0,57.6,4.0,2.0,4.0,1.0,2016,9,276,Monday,79.59
